snpId,GeneID,GeneSymbol,Disease,Rank,Reps,HighHits,Rules,RankOrder,chromosome,position,variant_consequence_type,Severity,Shape,BPfull,SeverityPlot,Label
rs778391533,6620,SNCB,Parkinson Disease,4138,10,53,691.3,413.8,5,176626747,missense variant,Moderate,19,1022065265,3,""
rs778798543,5071,PRKN,Parkinson Disease,7704,9,11,998.777777777778,856,6,162201237,missense variant,Moderate,19,1184266502,3,""
rs778899041,56975,FAM20C,Multiple Sclerosis,3284,10,25.8,209.2,328.4,7,208916,missense variant,Moderate,19,1185002204,3,""
rs779272234,8633,UNC5C,Alzheimer's Disease,5727,10,26.4,1235.8,572.7,4,95170257,missense variant,Moderate,19,771435364,3,""
rs779290753,5340,PLG,Alzheimer's Disease,2814,10,48.4,1058.7,281.4,6,160706424,missense variant,Moderate,19,1182771689,3,""
rs779296437,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73192699,missense variant,Moderate,19,2179974772,3,""
rs781023219,6653,SORL1,Alzheimer's Disease,1450,10,77.1,1152.4,145,11,121588112,missense variant,Moderate,19,1867368378,3,""
rs78117248,10347,ABCA7,Alzheimer's Disease,9913.5,10,28.4,606.1,991.35,19,1052854,intron variant,Modifier,19,2541869882,2,""
rs781445592,2521,FUS,Parkinson Disease,8078.5,9,40.1111111111111,995.444444444444,897.611111111111,16,31185102,synonymous variant,Low,19,2332091980,1,""
rs7818382,137682,NDUFAF6,Alzheimer's Disease,10754,10,32.5,409.6,1075.4,8,95041772,intron variant,Modifier,19,1435145036,2,""
rs78194510,949,SCARB1,Alzheimer's Disease,1517,10,90.2,1731.8,151.7,12,124853790,intron variant,Modifier,19,1993694781,2,""
rs78365431,120892,LRRK2,Parkinson Disease,1431,10,110.9,1240.4,143.1,12,40298479,missense variant,Moderate,19,1909139470,3,""
rs7840202,51366,UBR5,Alzheimer's Disease,14956,10,26.2,176.2,1495.6,8,102296172,intron variant,Modifier,19,1442399436,2,""
rs7852970,7186,TRAF2,Alzheimer's Disease,2466,10,58.9,1825,246.6,9,136925969,3 prime UTR variant,Modifier,19,1619642056,2,""
rs78620885,79760,GEMIN7,Alzheimer's Disease,13367,10,32.5,223,1336.7,19,45087826,intron variant,Modifier,19,2585904854,2,""
rs78736162,4600,MX2,Parkinson Disease,10716,10,17.7,500.7,1071.6,21,41368561,intron variant,Modifier,19,2697153440,2,""
rs7873784,7099,TLR4,Parkinson Disease,8005.5,10,33.7,607.3,800.55,9,117716658,3 prime UTR variant,Modifier,19,1600432745,2,""
rs7907690,114815,SORCS1,Alzheimer's Disease,11184,8,16.25,524.375,1398,10,107102369,intron variant,Modifier,19,1726836488,2,""
rs794185,285362,SUMF1,Multiple Sclerosis,3019.5,10,39.4,352.7,301.95,3,4395674,intron variant,Modifier,19,485086458,2,""
rs79480822,10238,DCAF7,Alzheimer's Disease,8495.5,10,58.7,398.2,849.55,17,63576864,intron variant,Modifier,19,2454403586,2,""
rs79985863,80781,COL18A1,Alzheimer's Disease,14956,10,26.2,176.2,1495.6,21,45486796,intron variant,Modifier,19,2701271675,2,""
rs800292,3075,CFH,Alzheimer's Disease,8746,8,17.5,648.5,1093.25,1,196673103,missense variant,Moderate,19,196673103,3,""
rs8019381,9369,NRXN3,Alzheimer's Disease,11337,8,17.5,648.5,1417.125,14,79854240,intron variant,Modifier,19,2186636313,2,""
rs80265967,6647,SOD1,Multiple Sclerosis,678,6,59,2181,113,21,31667290,missense variant,Moderate,19,2687452169,3,""
rs8035452,84888,SPPL2A,Alzheimer's Disease,11337,8,17.5,648.5,1417.125,15,50748601,intron variant,Modifier,19,2262326705,2,""
rs8049439,11273,ATXN2L,Multiple Sclerosis,4435,10,25.8,209.2,443.5,16,28826194,intron variant,Modifier,19,2329733072,2,""
rs8056098,23274,CLEC16A,Multiple Sclerosis,3793,8,18.125,353.5,474.125,16,11044955,intron variant,Modifier,19,2311951833,2,""
rs8070345,81671,VMP1,Multiple Sclerosis,3414.5,7,19,380.285714285714,487.785714285714,17,59739396,intron variant,Modifier,19,2450566118,2,""
rs8070723,4137,MAPT,Parkinson Disease,5440,10,63.6,815,544,17,46003698,intron variant,Modifier,19,2436830420,2,""
rs8093731,1829,DSG2,Alzheimer's Disease,13988,8,10.125,107.75,1748.5,18,31508995,intron variant,Modifier,19,2497040479,2,""
rs8100183,79760,GEMIN7,Alzheimer's Disease,13367,10,32.5,223,1336.7,19,45081434,intron variant,Modifier,19,2585898462,2,""
rs8100197,602,BCL3,Alzheimer's Disease,3181.5,10,76.9,1095.7,318.15,19,44750325,intron variant,Modifier,19,2585567353,2,""
rs8100239,602,BCL3,Alzheimer's Disease,3181.5,10,76.9,1095.7,318.15,19,44749847,intron variant,Modifier,19,2585566875,2,""
rs8103315,602,BCL3,Alzheimer's Disease,3181.5,10,76.9,1095.7,318.15,19,44750911,intron variant,Modifier,19,2585567939,2,""
rs8180209,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89723303,intron variant,Modifier,19,765988410,2,""
rs8192678,10891,PPARGC1A,Parkinson Disease,1003,10,86,2313.4,100.3,4,23814039,missense variant,Moderate,19,700079146,3,""
rs8192708,5105,PCK1,Alzheimer's Disease,1409,10,67.9,1064.7,140.9,20,57563565,missense variant,Moderate,19,2649605814,3,""
rs823144,8934,RAB29,Parkinson Disease,9085.5,8,11.75,561.125,1135.6875,1,205775418,5 prime UTR variant,Modifier,19,205775418,2,""
rs841,2643,GCH1,Parkinson Disease,8497,10,51.4,719.8,849.7,14,54843774,splice region variant,Low,19,2161625847,1,""
rs843358,8893,EIF2B5,Multiple Sclerosis,3284,10,25.8,209.2,328.4,3,184143455,missense variant,Moderate,19,664834239,3,""
rs861539,7517,XRCC3,Parkinson Disease,3684,10,52.4,901.9,368.4,14,103699416,missense variant,Moderate,19,2210481489,3,""
rs865862446,2177,FANCD2,Alzheimer's Disease,6103,8,20.25,800.625,762.875,3,10049416,missense variant,Moderate,19,490740200,3,""
rs866604606,5594,MAPK1,Alzheimer's Disease,34,10,219.4,7518.8,3.4,22,21772907,missense variant,Moderate,19,2723095666,3,rs866604606
rs866914724,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73173685,missense variant,Moderate,19,2179955758,3,""
rs867611,8301,PICALM,Alzheimer's Disease,14956,10,26.2,176.2,1495.6,11,86065502,intron variant,Modifier,19,1831845768,2,""
rs875989836,6609,SMPD1,Parkinson Disease,2473,10,86.7,926.9,247.3,11,6394384,missense variant,Moderate,19,1752174650,3,""
rs878886,1394,CRHR1,Parkinson Disease,6465,10,53,691.3,646.5,17,45835124,3 prime UTR variant,Modifier,19,2436661846,2,""
rs878886,104909134,LINC02210-CRHR1,Parkinson Disease,13368.5,10,10.6,106.2,1336.85,17,45835124,3 prime UTR variant,Modifier,19,2436661846,2,""
rs878887,1394,CRHR1,Parkinson Disease,6465,10,53,691.3,646.5,17,45835216,3 prime UTR variant,Modifier,19,2436661938,2,""
rs878887,104909134,LINC02210-CRHR1,Parkinson Disease,13368.5,10,10.6,106.2,1336.85,17,45835216,3 prime UTR variant,Modifier,19,2436661938,2,""
rs878888,1394,CRHR1,Parkinson Disease,6465,10,53,691.3,646.5,17,45835269,3 prime UTR variant,Modifier,19,2436661991,2,""
rs878888,104909134,LINC02210-CRHR1,Parkinson Disease,13368.5,10,10.6,106.2,1336.85,17,45835269,3 prime UTR variant,Modifier,19,2436661991,2,""
rs879181391,5428,POLG,Multiple Sclerosis,3284,8,8.375,735.375,410.5,15,89328774,missense variant,Moderate,19,2300906878,3,""
rs879761216,1269,CNR2,Multiple Sclerosis,630,10,39.4,352.7,63,1,23875429,frameshift variant,High,19,23875429,4,""
rs885479,4157,MC1R,Parkinson Disease,11695.5,10,10,300.3,1169.55,16,89919746,missense variant,Moderate,19,2390826624,3,""
rs889555,10295,BCKDK,Alzheimer's Disease,5044.5,9,47.7777777777778,1255.77777777778,560.5,16,31111250,intron variant,Modifier,19,2332018128,2,""
rs893924483,627,BDNF,Parkinson Disease,2368,9,39.5555555555556,2233.55555555556,263.111111111111,11,27658285,missense variant,Moderate,19,1773438551,3,""
rs894278,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89813384,intron variant,Modifier,19,766078491,2,""
rs895897745,4137,MAPT,Alzheimer's Disease,3045.5,9,50.6666666666667,953.333333333333,338.388888888889,17,45991503,missense variant,Moderate,19,2436818225,3,""
rs899127658,2147,F2,Alzheimer's Disease,3938,10,45.8,873.1,393.8,11,46739084,missense variant,Moderate,19,1792519350,3,""
rs901104,9846,GAB2,Alzheimer's Disease,6937,10,58.7,583.8,693.7,11,78219453,intron variant,Modifier,19,1823999719,2,""
rs906454643,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73217219,missense variant,Moderate,19,2179999292,3,""
rs906807,4729,NDUFV2,Parkinson Disease,9450,10,11.6,594.2,945,18,9117869,missense variant,Moderate,19,2474649353,3,""
rs908832,20,ABCA2,Alzheimer's Disease,10378,10,13.1,598.7,1037.8,9,137018032,missense variant,Moderate,19,1619734119,3,""
rs917570,6199,RPS6KB2,Alzheimer's Disease,10195,8,17.5,837.375,1274.375,11,67429073,non coding transcript exon variant,Modifier,19,1813209339,2,""
rs926103,9047,SH2D2A,Multiple Sclerosis,2641,6,21.8333333333333,305.333333333333,440.166666666667,1,156815190,missense variant,Moderate,19,156815190,3,""
rs9264942,3106,HLA-B,Multiple Sclerosis,2708,6,13.5,869.666666666667,451.333333333333,6,31306603,intron variant,Modifier,19,1053371868,2,""
rs9282641,942,CD86,Multiple Sclerosis,2105,7,25.8571428571429,1809,300.714285714286,3,122077921,splice region variant,Low,19,602768705,1,""
rs9283487,8575,PRKRA,Multiple Sclerosis,3019.5,10,39.4,352.7,301.95,2,178431544,3 prime UTR variant,Modifier,19,425850564,2,""
rs9302457,23274,CLEC16A,Alzheimer's Disease,12224.5,10,26.2,362.8,1222.45,16,10965980,intron variant,Modifier,19,2311872858,2,""
rs9304644,344,APOC2,Alzheimer's Disease,6807,10,45.8,873.1,680.7,19,44946776,intron variant,Modifier,19,2585763804,2,""
rs932546861,126,ADH1C,Parkinson Disease,4165,10,21.9,681.3,416.5,4,99347032,frameshift variant,High,19,775612139,4,""
rs9331888,1191,CLU,Alzheimer's Disease,3890,10,72,1048.3,389,8,27611345,5 prime UTR variant,Modifier,19,1367714609,2,""
rs9331896,1191,CLU,Alzheimer's Disease,3890,10,72,1048.3,389,8,27610169,intron variant,Modifier,19,1367713433,2,""
rs9331908,1191,CLU,Alzheimer's Disease,3890,10,72,1048.3,389,8,27606101,intron variant,Modifier,19,1367709365,2,""
rs9331942,1191,CLU,Alzheimer's Disease,3890,10,72,1048.3,389,8,27597597,3 prime UTR variant,Modifier,19,1367700861,2,""
rs9331942,2053,EPHX2,Alzheimer's Disease,7394.5,10,31.9,1053.6,739.45,8,27597597,3 prime UTR variant,Modifier,19,1367700861,2,""
rs9347683,5071,PRKN,Parkinson Disease,9295.5,9,11,998.777777777778,1032.83333333333,6,162728023,5 prime UTR variant,Modifier,19,1184793288,2,""
rs942637,3710,ITPR3,Multiple Sclerosis,592,9,55,1326.88888888889,65.7777777777778,6,33685334,intron variant,Modifier,19,1055750599,2,""
rs9468,4137,MAPT,Alzheimer's Disease,5642,9,50.6666666666667,953.333333333333,626.888888888889,17,46024197,3 prime UTR variant,Modifier,8,2436850919,2,""
rs9468,4137,MAPT,Parkinson Disease,5440,10,63.6,815,544,17,46024197,3 prime UTR variant,Modifier,8,2436850919,2,""
rs948854,51083,GAL,Multiple Sclerosis,2120.5,7,33.2857142857143,852.571428571429,302.928571428571,11,68682735,upstream gene variant,Modifier,19,1814463001,2,""
rs952149887,10059,DNM1L,Parkinson Disease,5513,10,45.9,494.6,551.3,12,32701547,missense variant,Moderate,19,1901542538,3,""
rs953038635,6648,SOD2,Alzheimer's Disease,851,10,83.5,1694.9,85.1,6,159692720,missense variant,Moderate,8,1181757985,3,""
rs953038635,6648,SOD2,Parkinson Disease,802,10,134,1708.9,80.2,6,159692720,missense variant,Moderate,8,1181757985,3,""
rs9614,26232,FBXO2,Parkinson Disease,5331,10,30.4,912.9,533.1,1,11650504,missense variant,Moderate,19,11650504,3,""
rs9637454,10242,KCNMB2,Alzheimer's Disease,13988,8,10.125,107.75,1748.5,3,178539774,intron variant,Modifier,19,659230558,2,""
rs9653111,79760,GEMIN7,Alzheimer's Disease,13367,10,32.5,223,1336.7,19,45089217,intron variant,Modifier,19,2585906245,2,""
rs9657904,868,CBLB,Multiple Sclerosis,633,9,52.3333333333333,1419.55555555556,70.3333333333333,3,105867870,intron variant,Modifier,19,586558654,2,""
rs9822789,56922,MCCC1,Parkinson Disease,9265,10,33.1,414.2,926.5,3,183085086,intron variant,Modifier,19,663775870,2,""
rs9828629,27086,FOXP1,Multiple Sclerosis,4435,10,25.8,209.2,443.5,3,71481195,intron variant,Modifier,19,552171979,2,""
rs983198652,7965,AIMP2,Parkinson Disease,7235,10,33.1,414.2,723.5,7,6015170,missense variant,Moderate,19,1190808458,3,""
rs985421,6653,SORL1,Alzheimer's Disease,3418,10,77.1,1152.4,341.8,11,121491607,intron variant,Modifier,19,1867271873,2,""
rs987107,3575,IL7R,Multiple Sclerosis,2094,8,21.25,1352.875,261.75,5,35875125,intron variant,Modifier,19,881313643,2,""
rs998382,1789,DNMT3B,Parkinson Disease,3306,10,80.3,1178.7,330.6,20,32796330,intron variant,Modifier,19,2624838579,2,""
rs998592,23274,CLEC16A,Multiple Sclerosis,3793,8,18.125,353.5,474.125,16,11105821,intron variant,Modifier,19,2312012699,2,""
rs9994441,57630,SH3RF1,Alzheimer's Disease,8495.5,10,58.7,398.2,849.55,4,169173411,intron variant,Modifier,19,845438518,2,""
